sub_narrative_id,sub_narrative,narrative_id,narrative,meta_narrative_id,meta_narrative,sub_narrative_source
185,"Захід вичерпав свій ресурс, озброївши Україну",12,"Підтримка України більше шкодить Заходу, ніж Росії",1,Дискредитація ЕС та заходу,Vox
186,Україна перешкоджала поставкам з російських трубопроводів і викликала енергетичну кризу в Європі,12,"Підтримка України більше шкодить Заходу, ніж Росії",1,Дискредитація ЕС та заходу,Vox
187,"Західні санкції не змогли дестабілізувати Росію, але завдали величезної шкоди Заходу",12,"Підтримка України більше шкодить Заходу, ніж Росії",1,Дискредитація ЕС та заходу,Vox
188,Європа втратила культурну енергію через підтримку України,12,"Підтримка України більше шкодить Заходу, ніж Росії",1,Дискредитація ЕС та заходу,Vox
189,Під час цієї війни Європа втратила суверенітет,12,"Підтримка України більше шкодить Заходу, ніж Росії",1,Дискредитація ЕС та заходу,Vox
190,Українські військові скаржаться на нестачу постачання,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
191,Українська армія руйнує цивільну інфраструктуру,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
192,Українське командування жорстоко поводиться з солдатами,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
193,Українська армія непрофесійна,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
194,Багато українських військових здаються в полон,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
195,Мобілізація в Україні порушує всі стандарти,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
196,В Україні немає поваги до загиблих воїнів,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
197,Україна мобілізує неповнолітніх,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
198,Українські військові зневажають Коран,13,Дискредитація української армії,8,Дискредитація України та її інституцій,Vox
199,Корупція в політичному та військовому керівництві України,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
200,Висміювання представників української влади,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
201,Володимир Зеленський втік із Києва,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
202,Володимир Зеленський – наркоман,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
203,Українська влада затягує війну,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
204,Україна веде агресивну політику і погрожує сусіднім країнам,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
205,Українська влада приховує правду,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
206,Конфлікт військово-політичних еліт України,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
207,Українці виступають проти Зеленського,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
208,Захід може усунути Зеленського в будь-який момент,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
209,Українські військові планували вбити Зеленського,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
210,Зеленський хоче пожертвувати українцями заради своїх інтересів,14,Дискредитація чи висміювання представників української влади,8,Дискредитація України та її інституцій,Vox
211,Росія відбудувала окупований Крим,15,Росія допомагає Україні,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
212,Росія принесла мир на окуповані території,15,Росія допомагає Україні,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
213,Росія відбудовує зруйнований Маріуполь,15,Росія допомагає Україні,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
214,Росія допомагає жителям окупованих територій,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
215,Росія допомагає фермерам на окупованих територіях,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
216,Росія евакуює цивільних з окупованих територій,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
217,Українці чекали на російську армію,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
218,Українські області прагнули приєднатися до Росії,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
219,Українці на окупованих територіях проти повернення української армії,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
220,"Донбас і Крим добровільно відокремилися від України, оскільки не прийняли нову владу в 2014 році",16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
221,Псевдореферендуми на окупованих територіях,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
222,Українці добровільно отримують російські паспорти,16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
223,"Українці вважають, що їх захищає російська армія",16,Українці хочуть приєднатися до Росії,9,"Наративи про добробут і ""визвольну"" роль Росії",Vox
224,«Азов» та інші батальйони — нацисти,17,Нацизм в Україні,8,Дискредитація України та її інституцій,Vox
225,Українська влада — нацистська,17,Нацизм в Україні,8,Дискредитація України та її інституцій,Vox
226,Захід ігнорує/підтримує нацизм в Україні,17,Нацизм в Україні,8,Дискредитація України та її інституцій,Vox
227,В Україні поширена нацистська ідеологія,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
228,Порівняння України з гітлерівською Німеччиною,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
229,В Україні поширюється фашизм,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
230,Київ перешкоджає роботі делегації МАГАТЕ на ЗАЕС,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
231,Київ зберігає на АЕС важке західне озброєння,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
232,Росія захищає ЗАЕС,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
233,Україна влаштовує провокації навколо ЗАЕС,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
234,Україна готує брудну ядерну бомбу,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
235,Україна таємно зберігає ядерну зброю,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
236,Україна обстрілює ЗАЕС,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
237,Україна хоче створити ядерну зброю,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
238,Україна готує ядерні провокації,18,Україна погрожує ядерною катастрофою,7,Україна/Захід винні — Росія захищається,Vox
239,Німеччина воює з Росією,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
240,НАТО бере безпосередню участь у війні в Україні,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
241,НАТО веде проксі-війну проти Росії в Україні,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
242,Польща є учасницею війни в Україні,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
243,"Росія воює з НАТО, а не з Україною",19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
244,Росія воює з Колективним Заходом,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
245,США беруть участь у війні в Україні,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
246,Західні країни є сторонами війни через постачання зброї,19,Росія воює проти Заходу в Україні,1,Дискредитація ЕС та заходу,Vox
247,Усі проблеми на європейському континенті породжені англосаксами,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
248,Іноземці із Заходу окупували всі владні структури в Україні,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
249,Джордж Сорос відповідальний за війну в Україні,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
250,Більшість української орної землі продається західним компаніям,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
251,США почали поділ України в 2014 році,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
252,США є єдиним бенефіціаром російсько-української війни,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
253,"США використовують Україну, щоб послабити Європу",20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
254,"США підтримують Україну лише тому, що американські корпорації скупили в Україні мільйони гектарів землі",20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
255,"Захід вирішує, коли закінчити війну між Україною та Росією",20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
256,Заходу байдуже на життя українців,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
257,Захід змушує Україну застосовувати зброю масового ураження,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
258,Захід підживлює українську пропаганду,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
259,Захід свідомо затягує війну заради економічної вигоди,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
260,Захід змушує Україну відмовитися від мирних переговорів і воювати до останнього українця,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
261,Захід причетний до воєнних злочинів України,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
262,Захід не зацікавлений у сильній і незалежній Україні,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
263,Захід використовує Україну для проксі-конфлікту з Росією,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
264,Захід організував в Україні державний переворот у 2014 році,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
265,"Захід скоріше покине Україну, ніж вступить у глобальну війну з Росією",20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
266,Захід сприймає Україну як випробувальний полігон,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
267,Захід підтримує нацизм в Україні,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
268,Захід перетворив Україну на антиросію,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
269,Захід перетворить Україну на ще один Афганістан,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
270,Західні еліти є головними бенефіціарами війни,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
271,Підтримка Заходу призвела до послаблення або знищення України,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
272,Україна є полігоном для експерименту західних корпорацій,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
273,Україна для Заходу є інструментом побудови нового світового порядку,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
274,Україна є інструментом Сполучених Штатів,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
275,Україна окупована НАТО,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
276,Україна готова пожертвувати українцями заради західних цілей,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
277,Україна продала свою незалежність глобалістам,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
278,Україна здає свій суверенітет Заходу,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
279,Україну продали в обмін на обіцянки членства в ЄС і НАТО,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
280,Україна після війни стане американською колонією,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
281,Без допомоги США Україна відразу впаде,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
282,Україна продасть свої території країнам Заходу,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
283,Українські лідери є пішаками в руках Заходу,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
284,Українські військові операції планують та підтримують в країнах Заходу,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
285,Українці – жертви західної політики,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
286,Євроінтеграція України — це колонізація,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
287,Захід загострює війну в Україні,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
288,Захід скоріше покине Україну,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
289,Захід використовує Україну для приватизації її власності,20,Захід контролює Україну і використовує її у своїх цілях,4,Захід використовує Україну у своїх цілях,Vox
290,Повернення всіх окупованих територій – це нереальна мета,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
291,Перемога Росії неминуча,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
292,"США визнають, що Україна не має шансів на перемогу",21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
293,Підтримка України США посилить могутність Росії,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
294,Підтримка Заходу лише відтягує поразку України,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
295,Україна повністю вичерпала свої арсенали,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
296,"Україна втрачає набагато більше військових, ніж Росія",21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
297,Україна на межі повного краху,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
298,Україна не переживе зими,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
299,Моральний дух українців падає,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
300,Український наступ провалився,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
301,Захід готується до поразки України,21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
302,"Україна не може перемогти, інакше Росія застосує ядерну зброю",21,Перемога України неможлива,2,Підрив віри в перемогу України,Vox
303,Україна влаштовує теракти на своїй і російській території,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
304,"Україна використала ""зерновий коридор"" для атаки терористів на Чорноморський флот",22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
305,Напад України на Кримський міст був терористичним актом,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
306,Захід підтримує терористичні методи України,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
307,"Оскільки Україна є терористичною державою, з нею неможливо вести переговори",22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
308,Україна використовує терористичні методи з 2014 року,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
309,Україна тримає в заручниках мирне населення,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
310,Україна є державою-спонсором тероризму,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
311,«Азов» — терористична організація,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
312,Росія має право помститися Україні за теракти,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
313,Україна вчиняє теракти в Європі,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
314,Знищення Каховської ГЕС — це український теракт,22,Україна — терористична держава,8,Дискредитація України та її інституцій,Vox
315,Росія не вбивала мирних жителів ТЦ у Кременчуці,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
316,Україна інсценовує російські воєнні злочини в Україні,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
317,Російські звірства в Бучі були інсценовані українською владою,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
318,"Росія завдає ударів по військових цілях, а не по цивільних",23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
319,"Маріуполь знищила Україна, а не Росія",23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
320,Україна зруйнувала в'язницю з військовополоненими в Оленівці,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
321,"Росія не завдавала ударів по вокзалу в Краматорську ""Точкою У""",23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
322,Російська армія не вчиняє злочинів сексуального насильства,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
323,Міста Донецької та Луганської областей знищує Україна,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
324,"Цивільну інфраструктуру в Україні руйнують українські ракети ППО, а не російські удари",23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
325,"MH-17 збила Україна, а не Росія",23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
326,Росія не руйнувала Каховську ГЕС,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
327,Депортація українських дітей до Росії не є воєнним злочином,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
328,Депортація українських дітей до Росії не є військовим злочином,23,Росія не вчиняє воєнних злочинів в Україні,7,Україна/Захід винні — Росія захищається,Vox
329,США переконали українських лідерів відмовитись від компромісу з Росією,24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
330,Захід повинен переконати Україну погодитися на переговори,24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
331,Захід відмовляється від мирних переговорів,24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
332,"Україна не заслуговує на підтримку, бо відмовилася від переговорів",24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
333,"Україна рухається до ескалації, а не до вирішення конфлікту",24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
334,Україна повинна прийняти нейтральний і демілітаризований статус,24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
335,Україна повинна негайно розпочати мирні переговори та піти на компроміс із Росією,24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
336,"На відміну від України, Росія демонструє готовність до переговорів",24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
337,"Захід тиснув на Україну, щоб вона відмовилася від мирних переговорів",24,Україна і Захід відмовляються починати мирні переговори,7,Україна/Захід винні — Росія захищається,Vox
338,Українська армія свідомо обстрілює мирних жителів,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
339,Україна обстрілює цивільну інфраструктуру,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
340,Україна жорстоко поводиться з військовополоненими,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
341,Українська армія використовує заборонені боєприпаси,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
342,Українські військові катують або страчують мирних жителів,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
343,Українська армія бере в заручники мирних жителів,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
344,Українські війська облаштовують позиції в житлових кварталах або іншим чином використовують мирних жителів як «живий щит»,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
345,Українська армія перешкоджає евакуації мирних жителів,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
346,Україна влаштовує провокації із застосуванням хімічних речовин,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
347,Україна вбиває мирних жителів ракетами ППО,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
348,Україна вбиває своїх солдатів,25,Українська армія скоює воєнні злочини,8,Дискредитація України та її інституцій,Vox
349,"В Україні панує диктатура, заборонені всі опозиційні партії та ЗМІ",26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
350,В Україні утискається свобода преси,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
351,В Україні саджають за російську музику,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
352,В Україні придушується російська мова,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
353,Україна не є демократичною з 2014 року,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
354,Україна незаконно переслідує православну церкву,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
355,Україна порушує права національних меншин,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
356,Україна — недемократична країна,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
357,Україна скочується до нацистської диктатури,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
358,Україна репресує власних громадян під приводом боротьби з колаборантами,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
359,Західна демократія в Україні впроваджувалася недемократичними методами,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
360,Зеленський встановив авторитарний режим,26,Україна — не демократія,8,Дискредитація України та її інституцій,Vox
361,Російська культура має перевагу над західною,27,Дискредитація ЕС та заходу,1,Дискредитація ЕС та заходу,Annotators
362,Агресивний захід,27,Дискредитація ЕС та заходу,1,Дискредитація ЕС та заходу,Annotators
363,Загніваючий захід,27,Дискредитація ЕС та заходу,1,Дискредитація ЕС та заходу,Annotators
364,Глобальний південь не підкоряється імперіалістичним зазіханням Америки,27,Дискредитація ЕС та заходу,1,Дискредитація ЕС та заходу,Annotators
365,Лицемірство заходу,27,Дискредитація ЕС та заходу,1,Дискредитація ЕС та заходу,Annotators
366,Дискредитація ЕС та заходу,27,Дискредитація ЕС та заходу,1,Дискредитація ЕС та заходу,Annotators
367,Щасливі люди на окупованих територіях,28,Росія покращує життя на окупованих територіях,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
368,Росія піклується про окуповані території,28,Росія покращує життя на окупованих територіях,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
369,Інтеграція українських земель успішна,28,Росія покращує життя на окупованих територіях,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
370,Україна нікому не потрібна,29,Україна залишилась сама і програє,2,Підрив віри в перемогу України,Annotators
371,Росія має домінувати над іншими,29,Україна залишилась сама і програє,2,Підрив віри в перемогу України,Annotators
372,Партнери кинули Україну,29,Україна залишилась сама і програє,2,Підрив віри в перемогу України,Annotators
373,Пострадянські країни корумповані,30,Пострадянські країни корумповані,6,Наратив щодо історичних подій,Annotators
374,Залякування населення окупованих територій,31,Залякування населення окупованих територій,2,Підрив віри в перемогу України,Annotators
375,росія перемагає,32,У Росії все добре ,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
376,Участь росіян в війні їм на користь,32,У Росії все добре ,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
377,у росії все під контролем,32,У Росії все добре ,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
378,росія високотехнологічна держава,32,У Росії все добре ,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
379,Молодь росії здорова та спортивна,32,У Росії все добре ,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators
380,"росіяни сміливі, безстрашні",32,У Росії все добре ,9,"Наративи про добробут і ""визвольну"" роль Росії",Annotators